"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/list.csv?datainfo&rowcount&base_name=Mammalia&show=full&order=hierarchy"
"Access Time","Fri 2026-08-28 21:59:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","show","full"
"","order","hierarchy"
"Elapsed Time","0.945"
"Records Found","34129"
"Records Returned","34129"
"Records:"
"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","taxon_attr","common_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","ref_author","ref_pubyr","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon","taxon_environment","environment_basis","motility","motility_basis","life_habit","life_habit_basis","vision","diet","diet_basis","reproduction","reproduction_basis","ontogeny","ontogeny_basis","ecospace_comments","composition","architecture","thickness","reinforcement","taphonomy_basis"
"347608","347609","txn","","","Mouillacitherium carteri","(Rutimeyer 1891)","","","347608","species","Mouillacitherium carteri","42336","Mouillacitherium","Theodor et al.","2007","60791","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Dichobunidae","Mouillacitherium","","terrestrial","Dichobunidae","actively mobile","Osteichthyes","ground dwelling","Dichobunidae","","frugivore, omnivore","Dichobunidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"347610","347610","txn","","","Mouillacitherium schlosseri","Sudre 1978","","","347610","species","Mouillacitherium schlosseri","42336","Mouillacitherium","Sudre","1978","61373","extinct","1","37.71","33.9","37.71","33.9","Priabonian","","1","0","Chordata","Mammalia","Artiodactyla","Dichobunidae","Mouillacitherium","","terrestrial","Dichobunidae","actively mobile","Osteichthyes","ground dwelling","Dichobunidae","","frugivore, omnivore","Dichobunidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"57544","57544","txn","","","Mixtotheriidae","Pearson 1927","","","57544","family","Mixtotheriidae","57543","Dichobunoidea","Hooker","1986","10553","extinct","21","48.07","41.03","37.71","33.9","Lutetian","Priabonian","10","0","Chordata","Mammalia","Artiodactyla","Mixtotheriidae","","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42364","42364","txn","","","Mixtotherium","Filhol 1880","","","42364","genus","Mixtotherium","57544","Mixtotheriidae","Carroll","1988","4783","extinct","21","48.07","41.03","37.71","33.9","Lutetian","Priabonian","9","0","Chordata","Mammalia","Artiodactyla","Mixtotheriidae","Mixtotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"347747","347748","txn","","","Mixtotherium depressum","(Filhol 1884)","","","347747","species","Mixtotherium depressum","42364","Mixtotherium","Erfurt and Metais","2007","60806","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Mixtotheriidae","Mixtotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"347749","347749","txn","","","Mixtotherium quercyi","Filhol 1884","","","347749","species","Mixtotherium quercyi","42364","Mixtotherium","Erfurt and Metais","2007","60806","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Mixtotheriidae","Mixtotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"347745","347745","txn","","","Mixtotherium priscum","Stehlin 1908","","","347745","species","Mixtotherium priscum","42364","Mixtotherium","Erfurt and Metais","2007","60806","extinct","8","48.07","41.03","41.03","37.71","Lutetian","Bartonian","1","0","Chordata","Mammalia","Artiodactyla","Mixtotheriidae","Mixtotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"347744","347744","txn","","","Mixtotherium gresslyi","Rutimeyer 1891","","","347744","species","Mixtotherium gresslyi","42364","Mixtotherium","Erfurt and Metais","2007","60806","extinct","4","41.03","37.71","41.03","37.71","Bartonian","","1","0","Chordata","Mammalia","Artiodactyla","Mixtotheriidae","Mixtotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"347750","347750","txn","","","Mixtotherium leenhardti","Stehlin 1908","","","347750","species","Mixtotherium leenhardti","42364","Mixtotherium","Erfurt and Metais","2007","60806","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Mixtotheriidae","Mixtotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"347743","347743","txn","","","Mixtotherium cuspidatum","Filhol 1880","","","347743","species","Mixtotherium cuspidatum","42364","Mixtotherium","Erfurt and Metais","2007","60806","extinct","4","37.71","33.9","37.71","33.9","Priabonian","","1","0","Chordata","Mammalia","Artiodactyla","Mixtotheriidae","Mixtotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"348326","348326","txn","","","Mixtotherium infans","Stehlin 1910","","","348326","species","Mixtotherium infans","42364","Mixtotherium","Costeur and Schneider","2011","60954","extinct","2","41.03","37.71","41.03","37.71","Bartonian","","1","0","Chordata","Mammalia","Artiodactyla","Mixtotheriidae","Mixtotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"347505","347505","txn","","","Mixtotherium lavergnense","Sudre 1977","","","347505","species","Mixtotherium lavergnense","42364","Mixtotherium","Becker et al.","2013","60673","extinct","2","41.03","37.71","41.03","37.71","Bartonian","","1","0","Chordata","Mammalia","Artiodactyla","Mixtotheriidae","Mixtotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"58157","58157","txn","","","Hsanotherium","Ducrocq et al. 2000","","","58157","genus","Hsanotherium","87634","Artiodactyla","Ducrocq et al.","2000","11103","extinct","1","41.03","37.71","41.03","37.71","Bartonian","","2","0","Chordata","Mammalia","Artiodactyla","","Hsanotherium","Hsanotherium parvum","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"58158","58158","txn","","","Hsanotherium parvum","Ducrocq et al. 2000","","","58158","species","Hsanotherium parvum","58157","Hsanotherium","Ducrocq et al.","2000","11103","extinct","1","41.03","37.71","41.03","37.71","Bartonian","","1","0","Chordata","Mammalia","Artiodactyla","","Hsanotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"473359","473359","txn","","","Tapirulidae","Cope 1879","","","473359","family","Tapirulidae","87634","Artiodactyla","Bai et al.","2023","84954","extinct","30","48.07","41.03","33.9","27.3","Lutetian","Rupelian","12","0","Chordata","Mammalia","Artiodactyla","Tapirulidae","","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"67472","67472","txn","","","Tapirulus","Gervais 1850","","","67472","genus","Tapirulus","473359","Tapirulidae","Legendre","1988","13961","extinct","27","48.07","41.03","33.9","27.3","Lutetian","Rupelian","6","0","Chordata","Mammalia","Artiodactyla","Tapirulidae","Tapirulus","Tapirulus hyracinus","terrestrial","Tapirulus","actively mobile","Osteichthyes","ground dwelling","Tapirulus","","folivore, frugivore","Tapirulus","viviparous","Theria","","","Diet inferred from tooth morphology","hydroxyapatite","","","","Vertebrata"
"347716","347716","txn","","","Tapirulus depereti","Stehlin 1910","","","347716","species","Tapirulus depereti","67472","Tapirulus","Erfurt and Metais","2007","60806","extinct","3","48.07","41.03","41.03","37.71","Lutetian","Bartonian","1","0","Chordata","Mammalia","Artiodactyla","Tapirulidae","Tapirulus","","terrestrial","Tapirulus","actively mobile","Osteichthyes","ground dwelling","Tapirulus","","folivore, frugivore","Tapirulus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"347715","347715","txn","","","Tapirulus majori","Stehlin 1910","","","347715","species","Tapirulus majori","67472","Tapirulus","Erfurt and Metais","2007","60806","extinct","4","48.07","41.03","41.03","37.71","Lutetian","Bartonian","1","0","Chordata","Mammalia","Artiodactyla","Tapirulidae","Tapirulus","","terrestrial","Tapirulus","actively mobile","Osteichthyes","ground dwelling","Tapirulus","","folivore, frugivore","Tapirulus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"347714","347714","txn","","","Tapirulus hyracinus","Gervais 1850","","","347714","species","Tapirulus hyracinus","67472","Tapirulus","Erfurt and Metais","2007","60806","extinct","9","37.71","33.9","33.9","27.3","Priabonian","Rupelian","1","0","Chordata","Mammalia","Artiodactyla","Tapirulidae","Tapirulus","","terrestrial","Tapirulus","actively mobile","Osteichthyes","ground dwelling","Tapirulus","","folivore, frugivore","Tapirulus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"67473","67473","txn","","","Tapirulus schlosseri","Stehlin 1910","","","67473","species","Tapirulus schlosseri","67472","Tapirulus","Sudre","1978","8517","extinct","4","41.03","37.71","37.71","33.9","Bartonian","Priabonian","1","0","Chordata","Mammalia","Artiodactyla","Tapirulidae","Tapirulus","","terrestrial","Tapirulus schlosseri","actively mobile","Osteichthyes","ground dwelling","Tapirulus schlosseri","","folivore, frugivore","Tapirulus schlosseri","viviparous","Theria","","","Diet inferred from tooth morphology","hydroxyapatite","","","","Vertebrata"
"347717","347717","txn","","","Tapirulus perrierensis","Sudre 1978","","","347717","species","Tapirulus perrierensis","67472","Tapirulus","Erfurt and Metais","2007","60806","extinct","5","37.71","33.9","37.71","33.9","Priabonian","","1","0","Chordata","Mammalia","Artiodactyla","Tapirulidae","Tapirulus","","terrestrial","Tapirulus","actively mobile","Osteichthyes","ground dwelling","Tapirulus","","folivore, frugivore","Tapirulus","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"473362","473362","txn","","","Tapiruloides","Bai et al. 2023","","","473362","genus","Tapiruloides","473359","Tapirulidae","Bai et al.","2023","84954","extinct","0","","","","","","","2","0","Chordata","Mammalia","Artiodactyla","Tapirulidae","Tapiruloides","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"473363","473363","txn","","","Tapiruloides usuensis","Bai et al. 2023","","","473363","species","Tapiruloides usuensis","473362","Tapiruloides","Bai et al.","2023","84954","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Tapirulidae","Tapiruloides","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"473358","473358","txn","","","Obotherium","Bai et al. 2023","","","473358","genus","Obotherium","473359","Tapirulidae","Bai et al.","2023","84954","extinct","3","48.07","37.71","37.71","33.9","Lutetian","Priabonian","3","0","Chordata","Mammalia","Artiodactyla","Tapirulidae","Obotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"473361","473361","txn","","","Obotherium parvum","Bai et al. 2023","","","473361","species","Obotherium parvum","473358","Obotherium","Bai et al.","2023","84954","extinct","2","48.07","37.71","48.07","37.71","Lutetian","Bartonian","1","0","Chordata","Mammalia","Artiodactyla","Tapirulidae","Obotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"473360","473360","txn","","","Obotherium tongi","Bai et al. 2023","","","473360","species","Obotherium tongi","473358","Obotherium","Bai et al.","2023","84954","extinct","1","37.71","33.9","37.71","33.9","Priabonian","","1","0","Chordata","Mammalia","Artiodactyla","Tapirulidae","Obotherium","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42483","42483","txn","","","Merycoidodontoidea","","","","42483","superfamily","Merycoidodontoidea","87634","Artiodactyla","Carroll","1988","4783","","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","","","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"106430","106430","txn","","","Eurytheriidae","Cope 1889","","","106430","family","Eurytheriidae","87634","Artiodactyla","Cope","1889","18084","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Eurytheriidae","","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42482","108734","txn","","","Tylopoda","(Illiger 1811)","","","42482","suborder","Tylopoda","87634","Artiodactyla","Illiger","1811","18770","extant","3795","48.07","41.03","0.0117","0","Lutetian","Holocene","470","21","Chordata","Mammalia","Artiodactyla","","","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"159625","159625","txn","","","Camelidamorpha","Spaulding et al. 2009","","subjective synonym of","42482","suborder","Tylopoda","87634","Artiodactyla","Spaulding et al.","2009","31385","extant","3795","48.07","41.03","0.0117","0","Lutetian","Holocene","470","21","Chordata","Mammalia","Artiodactyla","","","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Artiodactyla","","grazer, browser","Artiodactyla","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42513","42513","txn","","","Camelidae","Gray 1821","camel","","42513","family","Camelidae","42482","Tylopoda","Gray","1821","23420","extant","2093","45.9","39.7","0.0117","0","Lutetian","Holocene","236","17","Chordata","Mammalia","Artiodactyla","Camelidae","","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","life habit based on Nowak 1999; living camelids are grazers according to Nowak 1999, but fossil camels were largely browsers according to Honey et al. 1998","hydroxyapatite","","","","Vertebrata"
"42538","42538","txn","","","Oxydactylus","Peterson 1904","","","42538","genus","Oxydactylus","42513","Camelidae","Peterson","1904","51763","extinct","25","29.5","23.04","15.98","5.333","Rupelian","Messinian","7","0","Chordata","Mammalia","Artiodactyla","Camelidae","Oxydactylus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"46601","49566","txn","","","Oxydactylus wyomingensis","(Loomis 1936)","","","46601","species","Oxydactylus wyomingensis","42538","Oxydactylus","Loomis","1936","2273","extinct","2","29.5","18.5","23.1","18.5","Rupelian","Burdigalian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Oxydactylus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"49558","49558","txn","","","Oxydactylus campestris","Cook 1909","","","49558","species","Oxydactylus campestris","42538","Oxydactylus","Cook","1909","1260","extinct","1","23.1","18.5","23.1","18.5","Chattian","Burdigalian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Oxydactylus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"50685","49555","txn","","","Oxydactylus benedentatus","(Hay 1924)","","","50685","species","Oxydactylus benedentatus","42538","Oxydactylus","Hay","1924","51367","extinct","3","18.5","16.3","18.5","16.3","Burdigalian","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Oxydactylus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"50688","50688","txn","","","Procamelus concerptus","Hay 1924","","subjective synonym of","50685","species","Oxydactylus benedentatus","42538","Oxydactylus","Hay","1924","51367","extinct","3","18.5","16.3","18.5","16.3","Burdigalian","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Oxydactylus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"51044","51044","txn","","","Protolabis francisi","Hay 1924","","subjective synonym of","50685","species","Oxydactylus benedentatus","42538","Oxydactylus","Hay","1924","51367","extinct","3","18.5","16.3","18.5","16.3","Burdigalian","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Oxydactylus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"49562","49562","txn","","","Oxydactylus lacota","Matthew and Macdonald 1960","","","49562","species","Oxydactylus lacota","42538","Oxydactylus","Matthew and Macdonald","1960","2482","extinct","2","23.1","18.5","23.1","18.5","Chattian","Burdigalian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Oxydactylus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"49563","49563","txn","","","Oxydactylus longipes","Peterson 1904","","","49563","species","Oxydactylus longipes","42538","Oxydactylus","Peterson","1904","51763","extinct","5","23.1","18.5","15.98","11.63","Chattian","Serravallian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Oxydactylus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"49565","49565","txn","","","Oxydactylus lulli","Loomis 1911","","","49565","species","Oxydactylus lulli","42538","Oxydactylus","Loomis","1911","62351","extinct","1","29.5","18.5","29.5","18.5","Rupelian","Burdigalian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Oxydactylus","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"96413","96413","txn","","","Camelinae","Gray 1821","","","96413","subfamily","Camelinae","42513","Camelidae","Ruez","2005","23543","extant","1204","23.04","16.3","0.0117","0","Aquitanian","Holocene","119","14","Chordata","Mammalia","Artiodactyla","Camelidae","","Camelus","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"353190","353190","txn","","","Protolabidini","Webb 1965","","","353190","tribe","Protolabidini","96413","Camelinae","Webb","1965","3562","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"83734","83734","txn","","","Lamini","Webb 1965","","","83734","tribe","Lamini","96413","Camelinae","Deschamps","2005","17632","extant","708","23.04","16.3","0.0117","0","Aquitanian","Holocene","79","9","Chordata","Mammalia","Artiodactyla","Camelidae","","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, browser","Camelidae","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"42528","42528","txn","","","Hemiauchenia","Gervais and Ameghino 1880","","","42528","genus","Hemiauchenia","83734","Lamini","Gervais and Ameghino","1880","29694","extinct","272","23.04","9.4","0.129","0","Aquitanian","Holocene","9","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","Hemiauchenia paradoxa","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","one specimen suggests grazing and another browsing based on stable isotopes (MacFadden and Cerling 1996)","hydroxyapatite","","","","Vertebrata"
"50690","174326","txn","","","Hemiauchenia edensis","(Frick 1921)","","","50690","species","Hemiauchenia edensis","42528","Hemiauchenia","Frick","1921","1548","extinct","2","9.4","4.7","9.4","4.7","Tortonian","Zanclean","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"52039","46852","txn","","","Hemiauchenia blancoensis","(Meade 1945)","","","52039","species","Hemiauchenia blancoensis","42528","Hemiauchenia","Meade","1945","2552","extinct","6","4.7","1.4","4.7","1.4","Zanclean","Calabrian","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"44386","46854","txn","","","Hemiauchenia minima","(Leidy 1886)","","","44386","species","Hemiauchenia minima","42528","Hemiauchenia","Leidy","1886","63510","extinct","4","12.5","9.4","9.4","4.7","Serravallian","Zanclean","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"52037","52037","txn","","","Tanupolama","Stock 1928","","subjective synonym of","42528","genus","Hemiauchenia","83734","Lamini","Stock","1928","3246","extinct","272","23.04","9.4","0.129","0","Aquitanian","Holocene","9","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","one specimen suggests grazing and another browsing based on stable isotopes (MacFadden and Cerling 1996)","hydroxyapatite","","","","Vertebrata"
"44389","44389","txn","","","Auchenia vitakeriana","(Cope 1878)","","nomen dubium, species not entered","42528","genus","Hemiauchenia","42528","Hemiauchenia","Cope","1878","14502","extinct","0","","","","","","","0","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","one specimen suggests grazing and another browsing based on stable isotopes (MacFadden and Cerling 1996)","hydroxyapatite","","","","Vertebrata"
"50701","52041","txn","","","Tanupolama longurio","(Hay 1921)","","","50701","species","Tanupolama longurio","42528","Hemiauchenia","Hay","1921","1813","extinct","0","","","","","","","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"47069","47069","txn","","","Holomeniscus","Cope 1884","","subjective synonym of","42528","genus","Hemiauchenia","83734","Lamini","Cope","1884","53461","extinct","272","23.04","9.4","0.129","0","Aquitanian","Holocene","9","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","one specimen suggests grazing and another browsing based on stable isotopes (MacFadden and Cerling 1996)","hydroxyapatite","","","","Vertebrata"
"174325","174325","txn","","","Hemiauchenia gracilis","Meachen 2005","","","174325","species","Hemiauchenia gracilis","42528","Hemiauchenia","Meachen","2005","34616","extinct","15","9.4","4.7","0.129","0.0117","Tortonian","Late Pleistocene","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"264368","264368","txn","","","Hemiauchenia paradoxa","Gervais and Ameghino 1880","","","264368","species","Hemiauchenia paradoxa","42528","Hemiauchenia","Gervais and Ameghino","1880","29694","extinct","22","2.58","0.774","0.129","0.0117","Gelasian","Late Pleistocene","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"47071","46853","txn","","","Hemiauchenia macrocephala","(Cope 1893)","","","47071","species","Hemiauchenia macrocephala","42528","Hemiauchenia","Cope","1893","53742","extinct","66","4.7","1.8","0.129","0","Zanclean","Holocene","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"52045","52045","txn","","","Tanupolama seymourensis","(Hibbard and Dalquest 1962)","","subjective synonym of","47071","species","Hemiauchenia macrocephala","42528","Hemiauchenia","Hibbard and Dalquest","1962","1898","extinct","66","4.7","1.8","0.129","0","Zanclean","Holocene","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"44815","44815","txn","","","Camelus americanus","(Wortman 1898)","","subjective synonym of","47071","species","Hemiauchenia macrocephala","42528","Hemiauchenia","Wortman","1898","57405","extinct","66","4.7","1.8","0.129","0","Zanclean","Holocene","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"47464","47464","txn","","","Lama hollomani","(Hay and Cook 1930)","","subjective synonym of","47071","species","Hemiauchenia macrocephala","42528","Hemiauchenia","Hay and Cook","1930","57444","extinct","66","4.7","1.8","0.129","0","Zanclean","Holocene","1","0","Chordata","Mammalia","Artiodactyla","Camelidae","Hemiauchenia","","terrestrial","Artiodactyla","actively mobile","Osteichthyes","ground dwelling","Camelidae","","browser, grazer","Hemiauchenia","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
