"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/list.csv?datainfo&rowcount&base_name=Mammalia&show=full&order=hierarchy"
"Access Time","Fri 2026-08-28 21:59:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","show","full"
"","order","hierarchy"
"Elapsed Time","0.945"
"Records Found","34129"
"Records Returned","34129"
"Records:"
"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","taxon_attr","common_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","ref_author","ref_pubyr","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon","taxon_environment","environment_basis","motility","motility_basis","life_habit","life_habit_basis","vision","diet","diet_basis","reproduction","reproduction_basis","ontogeny","ontogeny_basis","ecospace_comments","composition","architecture","thickness","reinforcement","taphonomy_basis"
"57447","57447","txn","","","Lainoryctes youzwyshyni","Fox 2004","","","57447","species","Lainoryctes youzwyshyni","57446","Lainoryctes","Fox","2004","10518","extinct","1","60.9","57.5","60.9","57.5","Selandian","Thanetian","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Lainoryctes","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"40228","40228","txn","","","Palaeoryctes","Matthew 1913","","","40228","genus","Palaeoryctes","40223","Palaeoryctidae","Alroy","2002","6294","extinct","30","66","63.4","56","48.07","Danian","Ypresian","6","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Palaeoryctes","Palaeoryctes puercensis","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"358989","358989","txn","","","Palaeoryctes jepseni","Bloch et al. 2004","","","358989","species","Palaeoryctes jepseni","40228","Palaeoryctes","Bloch et al.","2004","63128","extinct","2","60.9","57.5","59.24","56","Selandian","Thanetian","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Palaeoryctes","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"49677","49677","txn","","","Palaeoryctes cruoris","Gunnell 1994","","","49677","species","Palaeoryctes cruoris","40228","Palaeoryctes","Gunnell","1994","1731","extinct","1","60.9","57.5","60.9","57.5","Selandian","Thanetian","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Palaeoryctes","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"246748","246748","txn","","","Palaeoryctes minimus","Gheerbrant 1992","","","246748","species","Palaeoryctes minimus","40228","Palaeoryctes","Gheerbrant","1992","42889","extinct","3","59.24","56","56","48.07","Thanetian","Ypresian","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Palaeoryctes","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"49679","49679","txn","","","Palaeoryctes punctatus","Van Valen 1966","","","49679","species","Palaeoryctes punctatus","40228","Palaeoryctes","Van Valen","1966","3482","extinct","10","66","61.66","56","51.1","Danian","Ypresian","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Palaeoryctes","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"49678","49678","txn","","","Palaeoryctes puercensis","Matthew 1913","","","49678","species","Palaeoryctes puercensis","40228","Palaeoryctes","Alroy","2002","6294","extinct","3","63.4","60.9","63.4","60.9","Danian","Selandian","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Palaeoryctes","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"334450","334450","txn","","","Nuryctes","Tong 2003","","","334450","genus","Nuryctes","40223","Palaeoryctidae","Tong","2003","57620","extinct","3","56","48.07","37.71","27.3","Ypresian","Rupelian","4","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Nuryctes","Nuryctes qinlingensis","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"348015","348014","txn","","","Nuryctes qinlingensis","(Tong 1997)","","","348015","species","Nuryctes qinlingensis","334450","Nuryctes","Tong","1997","61481","extinct","1","37.71","27.3","37.71","27.3","Priabonian","Rupelian","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Nuryctes","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"348017","348017","txn","","","Nuryctes gobiensis","Lopatin and Averianov 2004","","","348017","species","Nuryctes gobiensis","334450","Nuryctes","Lopatin and Averianov","2004","60961","extinct","1","48.07","37.71","48.07","37.71","Lutetian","Bartonian","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Nuryctes","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"334449","334449","txn","","","Neoryctes","Tong 1997","","replaced by","334450","genus","Nuryctes","40223","Palaeoryctidae","Tong","1997","61481","extinct","3","56","48.07","37.71","27.3","Ypresian","Rupelian","4","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Nuryctes","Nuryctes qinlingensis","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"348016","348016","txn","","","Nuryctes alayensis","Lopatin and Averianov 2004","","","348016","species","Nuryctes alayensis","334450","Nuryctes","Lopatin and Averianov","2004","60961","extinct","1","56","48.07","56","48.07","Ypresian","","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Nuryctes","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"348018","348018","txn","","","Pinoryctes","Lopatin 2006","","","348018","genus","Pinoryctes","40223","Palaeoryctidae","Lopatin","2006","50837","extinct","1","59.24","56","59.24","56","Thanetian","","2","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Pinoryctes","Pinoryctes collector","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"348019","348019","txn","","","Pinoryctes collector","Lopatin 2006","","","348019","species","Pinoryctes collector","348018","Pinoryctes","Lopatin","2006","50837","extinct","1","59.24","56","59.24","56","Thanetian","","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Pinoryctes","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"253239","253239","txn","","","Ottoryctes","Bloch et al. 2004","","","253239","genus","Ottoryctes","40223","Palaeoryctidae","Silcox et al.","2010","43993","extinct","0","","","","","","","2","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Ottoryctes","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"385512","385512","txn","","","Ottoryctes winkleri","Bloch et al. 2004","","","385512","species","Ottoryctes winkleri","253239","Ottoryctes","Bloch et al.","2004","63128","extinct","0","","","","","","","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Ottoryctes","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"203037","203037","txn","","","Jarveia","Nessov 1987","","","203037","genus","Jarveia","40223","Palaeoryctidae","Nessov","1987","38159","extinct","3","59.24","56","59.24","56","Thanetian","","3","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Jarveia","Jarveia minuscula","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"203038","203038","txn","","","Jarveia minuscula","Nessov 1987","","","203038","species","Jarveia minuscula","203037","Jarveia","Nessov","1987","38159","extinct","1","59.24","56","59.24","56","Thanetian","","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Jarveia","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"347989","347989","txn","","","Jarveia erronea","Kondrashov et al. 2004","","","347989","species","Jarveia erronea","203037","Jarveia","Lopatin","2006","50837","extinct","1","59.24","56","59.24","56","Thanetian","","1","0","Chordata","Mammalia","Proteutheria","Palaeoryctidae","Jarveia","","terrestrial","Palaeoryctidae","actively mobile","Palaeoryctidae","scansorial","Palaeoryctidae","","insectivore","Palaeoryctidae","viviparous","Theria","modification of parts","Palaeoryctidae","","hydroxyapatite","","","","Palaeoryctidae"
"58313","58313","txn","","","Heptaconodon","Zdansky 1930","","nomen dubium","182911","unranked clade","Eutheria","182911","Eutheria","Zdansky","1930","11068","extinct","0","","","","","","","0","0","Chordata","Mammalia","","","Heptaconodon","Heptaconodon dubium","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"91353","91353","txn","","","Sinodelphys","Luo et al. 2003","","","91353","genus","Sinodelphys","182911","Eutheria","Luo et al.","2003","19471","extinct","1","125.77","119.57","125.77","119.57","Barremian","Aptian","2","0","Chordata","Mammalia","","","Sinodelphys","Sinodelphys szalayi","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Sinodelphys","","insectivore","Sinodelphys","viviparous","Theria","","","""an agile, scansorial capable of grasping and branch-walking, and active both on the ground and in trees or shrubs""; clearly insectivorous based on very small body size (about 25 to 40 g) and dentition","hydroxyapatite","","","","Vertebrata"
"91354","91354","txn","","","Sinodelphys szalayi","Luo et al. 2003","","","91354","species","Sinodelphys szalayi","91353","Sinodelphys","Luo et al.","2003","19471","extinct","1","125.77","119.57","125.77","119.57","Barremian","Aptian","1","0","Chordata","Mammalia","","","Sinodelphys","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Sinodelphys","","insectivore","Sinodelphys","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"71654","71654","txn","","","Notopterna","Soria 1984","","","71654","order","Notopterna","182911","Eutheria","Soria","1989","16679","extinct","0","","","","","","","1","0","Chordata","Mammalia","Notopterna","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"375460","375460","txn","","","Horolodectidae","Scott 2019","","","375460","family","Horolodectidae","182911","Eutheria","Scott","2019","66668","extinct","5","60.9","57.5","60.9","57.5","Selandian","Thanetian","5","0","Chordata","Mammalia","","Horolodectidae","","Horolodectes","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"375461","375461","txn","","","Ferrequitherium","Scott 2019","","","375461","genus","Ferrequitherium","375460","Horolodectidae","Scott","2019","66668","extinct","2","60.9","57.5","60.9","57.5","Selandian","Thanetian","2","0","Chordata","Mammalia","","Horolodectidae","Ferrequitherium","Ferrequitherium sweeti","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"375462","375462","txn","","","Ferrequitherium sweeti","Scott 2019","","","375462","species","Ferrequitherium sweeti","375461","Ferrequitherium","Scott","2019","66668","extinct","2","60.9","57.5","60.9","57.5","Selandian","Thanetian","1","0","Chordata","Mammalia","","Horolodectidae","Ferrequitherium","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"89357","89357","txn","","","Horolodectes","Scott et al. 2006","","","89357","genus","Horolodectes","375460","Horolodectidae","Scott et al.","2006","19168","extinct","3","60.9","57.5","60.9","57.5","Selandian","Thanetian","2","0","Chordata","Mammalia","","Horolodectidae","Horolodectes","Horolodectes sunae","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"89359","89359","txn","","","Horolodectes sunae","Scott et al. 2006","","","89359","species","Horolodectes sunae","89357","Horolodectes","Scott et al.","2006","19168","extinct","3","60.9","57.5","60.9","57.5","Selandian","Thanetian","1","0","Chordata","Mammalia","","Horolodectidae","Horolodectes","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"80763","80763","txn","","","Meridiungulata","McKenna 1975","","","80763","unranked clade","Meridiungulata","182911","Eutheria","McKenna","1975","10470","extinct","7","37.71","33.9","37.71","33.9","Priabonian","","2","0","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"99649","99649","txn","","","Trigonostylopoidea","Simpson 1934","","","99649","suborder","Trigonostylopoidea","80763","Meridiungulata","Simpson","1934","75018","extinct","0","","","","","","","1","0","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"137746","137746","txn","","","Kennalestoidea","Kielan-Jaworowska 1981","","","137746","superfamily","Kennalestoidea","182911","Eutheria","Averianov","1997","28808","extinct","0","","","","","","","1","0","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
"40251","40251","txn","","","Leptictida","(McKenna 1975)","","","40251","superorder","Leptictida","182911","Eutheria","McKenna","1975","10470","extant","458","83.6","72.2","31.8","29.5","Campanian","Rupelian","89","1","Chordata","Mammalia","","","","","terrestrial","Eutheria","actively mobile","Osteichthyes","scansorial","Eutheria","","insectivore","Theria","viviparous","Theria","","","","hydroxyapatite","","","","Vertebrata"
